EngagementID,TimeStart,TimeEnd,TimeSpent,IsCompleted,EmployeeID,ModuleID,CourseID
1,2022-08-27 04:14:25,,0,False,599,1_1,1
2,2022-07-17 20:00:33,2022-07-17 21:27:33,87,True,811,1_2,1
3,2024-08-21 01:05:59,2024-08-21 02:35:59,90,True,359,1_3,1
4,2021-11-30 16:01:43,2021-11-30 16:39:43,38,True,489,1_4,1
5,2023-01-14 06:53:14,2023-01-14 08:02:14,69,True,757,1_5,1
6,2022-08-29 17:30:07,,0,False,200,2_1,2
7,2023-01-19 03:27:48,2023-01-19 05:16:48,109,True,104,2_2,2
8,2021-09-02 19:21:00,2021-09-02 21:21:00,120,True,634,2_3,2
9,2024-07-13 21:41:14,2024-07-13 23:40:14,119,True,363,2_4,2
10,2023-09-12 06:40:54,,0,False,904,2_5,2
11,2023-07-10 18:48:40,,0,False,304,3_1,3
12,2024-09-05 08:37:01,2024-09-05 10:19:01,102,True,171,3_2,3
13,2023-10-10 20:16:15,2023-10-10 21:17:15,61,True,933,3_3,3
14,2020-03-12 21:17:09,2020-03-12 22:23:09,66,True,691,3_4,3
15,2022-08-13 12:34:36,2022-08-13 13:49:36,75,True,934,3_5,3
16,2020-07-02 03:50:09,,0,False,853,4_1,4
17,2022-08-12 03:40:17,2022-08-12 05:08:17,88,True,214,4_2,4
18,2020-11-15 17:52:49,2020-11-15 18:02:49,10,True,637,4_3,4
19,2024-02-04 23:21:11,2024-02-05 01:07:11,106,True,102,4_4,4
20,2023-06-03 02:28:02,2023-06-03 04:13:02,105,True,847,4_5,4
21,2022-12-04 08:23:41,2022-12-04 08:28:41,5,True,879,5_1,5
22,2022-01-08 23:45:31,2022-01-09 00:42:31,57,True,799,5_2,5
23,2021-12-19 17:28:44,,0,False,685,5_3,5
24,2020-08-28 00:15:25,,0,False,482,5_4,5
25,2023-09-15 15:47:40,,0,False,90,5_5,5
26,2020-01-08 15:02:29,2020-01-08 16:19:29,77,True,491,6_1,6
27,2024-06-04 13:28:01,2024-06-04 14:36:01,68,True,607,6_2,6
28,2020-11-11 15:02:46,2020-11-11 16:30:46,88,True,980,6_3,6
29,2024-03-22 06:38:27,2024-03-22 07:53:27,75,True,703,6_4,6
30,2024-09-22 07:28:33,2024-09-22 08:57:33,89,True,821,6_5,6
31,2024-02-08 11:43:50,,0,False,702,7_1,7
32,2020-02-09 02:59:37,,0,False,649,7_2,7
33,2022-08-10 09:05:40,2022-08-10 09:12:40,7,True,651,7_3,7
34,2020-01-11 16:06:01,2020-01-11 17:07:01,61,True,659,7_4,7
35,2024-01-12 20:05:36,2024-01-12 21:29:36,84,True,453,7_5,7
36,2022-01-10 05:54:26,2022-01-10 06:34:26,40,True,371,8_1,8
37,2023-11-14 05:43:49,,0,False,292,8_2,8
38,2020-04-19 13:04:53,2020-04-19 14:18:53,74,True,525,8_3,8
39,2024-07-20 04:26:16,,0,False,740,8_4,8
40,2020-03-03 12:51:34,2020-03-03 13:08:34,17,True,680,8_5,8
41,2020-07-10 08:46:41,2020-07-10 09:35:41,49,True,105,9_1,9
42,2022-04-16 00:48:01,,0,False,608,9_2,9
43,2021-07-21 21:50:00,2021-07-21 23:13:00,83,True,929,9_3,9
44,2023-05-16 12:49:33,2023-05-16 13:00:33,11,True,588,9_4,9
45,2022-09-01 15:58:38,,0,False,621,9_5,9
46,2020-11-01 14:14:33,,0,False,661,10_1,10
47,2024-03-10 22:22:54,2024-03-10 23:42:54,80,True,780,10_2,10
48,2020-01-09 14:56:56,,0,False,788,10_3,10
49,2022-09-23 21:28:27,2022-09-23 22:55:27,87,True,13,10_4,10
50,2020-07-02 06:19:06,2020-07-02 08:08:06,109,True,779,10_5,10
51,2020-10-13 06:20:43,2020-10-13 06:49:43,29,True,833,11_1,11
52,2020-06-15 22:23:18,,0,False,866,11_2,11
53,2021-01-06 22:45:23,2021-01-06 23:03:23,18,True,495,11_3,11
54,2021-01-01 18:12:56,,0,False,213,11_4,11
55,2023-07-18 23:54:46,2023-07-19 01:45:46,111,True,57,11_5,11
56,2024-09-22 17:44:56,,0,False,922,12_1,12
57,2022-06-19 21:24:12,2022-06-19 22:16:12,52,True,173,12_2,12
58,2021-05-15 19:36:03,2021-05-15 20:29:03,53,True,225,12_3,12
59,2024-02-18 02:42:22,2024-02-18 03:27:22,45,True,859,12_4,12
60,2024-04-26 05:31:51,2024-04-26 06:57:51,86,True,210,12_5,12
61,2020-08-31 15:45:55,2020-08-31 16:22:55,37,True,466,13_1,13
62,2022-02-02 13:03:36,,0,False,359,13_2,13
63,2024-07-10 16:27:09,,0,False,291,13_3,13
64,2024-07-27 15:16:02,2024-07-27 16:48:02,92,True,417,13_4,13
65,2023-02-19 18:47:31,2023-02-19 20:38:31,111,True,538,13_5,13
66,2020-12-12 18:49:09,2020-12-12 19:14:09,25,True,71,14_1,14
67,2023-08-11 10:34:54,2023-08-11 10:58:54,24,True,165,14_2,14
68,2022-05-15 00:06:31,,0,False,160,14_3,14
69,2021-10-16 12:20:47,2021-10-16 12:49:47,29,True,189,14_4,14
70,2024-07-21 03:59:17,2024-07-21 04:58:17,59,True,25,14_5,14
71,2022-07-03 23:37:36,2022-07-04 01:08:36,91,True,237,15_1,15
72,2024-01-04 07:57:04,2024-01-04 08:59:04,62,True,248,15_2,15
73,2022-11-12 21:34:52,2022-11-12 22:25:52,51,True,4,15_3,15
74,2022-09-24 22:10:55,2022-09-25 00:09:55,119,True,346,15_4,15
75,2023-01-12 23:12:04,2023-01-12 23:58:04,46,True,477,15_5,15
76,2021-07-25 17:38:21,2021-07-25 18:33:21,55,True,916,16_1,16
77,2023-06-28 13:07:30,2023-06-28 13:37:30,30,True,598,16_2,16
78,2024-02-26 04:05:35,2024-02-26 06:05:35,120,True,848,16_3,16
79,2020-03-11 19:44:19,2020-03-11 20:37:19,53,True,189,16_4,16
80,2022-12-20 16:29:30,,0,False,796,16_5,16
81,2022-09-16 09:54:41,2022-09-16 10:26:41,32,True,798,17_1,17
82,2022-12-03 12:41:20,2022-12-03 13:06:20,25,True,358,17_2,17
83,2022-06-14 21:13:08,2022-06-14 22:23:08,70,True,7,17_3,17
84,2023-05-06 14:14:33,2023-05-06 14:28:33,14,True,614,17_4,17
85,2024-01-23 11:36:10,2024-01-23 13:25:10,109,True,406,17_5,17
86,2021-02-12 02:16:53,,0,False,648,18_1,18
87,2023-11-23 10:18:42,,0,False,105,18_2,18
88,2022-08-29 07:15:02,2022-08-29 09:01:02,106,True,907,18_3,18
89,2020-01-16 09:44:16,,0,False,290,18_4,18
90,2024-08-20 12:24:55,2024-08-20 13:04:55,40,True,188,18_5,18
91,2024-02-29 01:13:53,,0,False,547,19_1,19
92,2021-05-16 07:49:36,2021-05-16 09:49:36,120,True,278,19_2,19
93,2023-09-25 23:48:53,2023-09-26 01:35:53,107,True,334,19_3,19
94,2022-01-28 06:42:24,2022-01-28 08:40:24,118,True,831,19_4,19
95,2021-06-08 21:28:07,,0,False,750,19_5,19
96,2022-08-21 07:42:39,2022-08-21 09:04:39,82,True,999,20_1,20
97,2023-05-31 17:44:50,2023-05-31 17:54:50,10,True,876,20_2,20
98,2021-04-09 16:47:43,,0,False,196,20_3,20
99,2023-08-30 10:15:01,,0,False,630,20_4,20
100,2020-07-21 00:15:47,2020-07-21 00:35:47,20,True,620,20_5,20
101,2022-05-23 05:54:02,,0,False,104,21_1,21
102,2020-01-09 11:30:23,2020-01-09 13:06:23,96,True,752,21_2,21
103,2020-10-24 10:03:47,,0,False,343,21_3,21
104,2023-01-06 17:39:53,2023-01-06 18:17:53,38,True,25,21_4,21
105,2021-08-18 06:07:28,2021-08-18 07:32:28,85,True,70,21_5,21
106,2024-07-18 10:38:03,2024-07-18 10:45:03,7,True,958,22_1,22
107,2020-07-31 06:27:12,,0,False,674,22_2,22
108,2020-12-15 16:52:21,2020-12-15 16:58:21,6,True,74,22_3,22
109,2023-01-27 08:20:03,2023-01-27 10:05:03,105,True,36,22_4,22
110,2021-06-08 02:39:40,2021-06-08 03:15:40,36,True,305,22_5,22
111,2024-05-07 06:51:41,2024-05-07 08:18:41,87,True,420,23_1,23
112,2022-09-25 09:52:45,,0,False,106,23_2,23
113,2023-05-10 14:46:32,,0,False,627,23_3,23
114,2024-01-11 02:16:35,2024-01-11 03:26:35,70,True,403,23_4,23
115,2023-11-16 00:13:07,,0,False,36,23_5,23
116,2023-11-13 22:31:33,2023-11-13 23:48:33,77,True,171,24_1,24
117,2024-05-26 16:40:02,2024-05-26 18:22:02,102,True,142,24_2,24
118,2022-02-13 16:37:45,,0,False,965,24_3,24
119,2024-09-03 01:42:43,2024-09-03 03:01:43,79,True,192,24_4,24
120,2021-12-09 04:35:01,,0,False,64,24_5,24
121,2020-05-11 15:29:26,2020-05-11 17:26:26,117,True,581,25_1,25
122,2022-09-03 13:55:24,2022-09-03 14:25:24,30,True,70,25_2,25
123,2023-02-03 15:11:30,,0,False,472,25_3,25
124,2022-08-13 17:46:28,,0,False,416,25_4,25
125,2024-08-03 16:37:54,2024-08-03 17:26:54,49,True,648,25_5,25
126,2021-11-15 07:49:55,2021-11-15 08:16:55,27,True,281,26_1,26
127,2020-05-14 20:11:44,2020-05-14 20:55:44,44,True,164,26_2,26
128,2022-10-19 18:27:10,2022-10-19 20:15:10,108,True,845,26_3,26
129,2021-01-25 23:40:09,2021-01-26 00:44:09,64,True,289,26_4,26
130,2023-10-07 06:26:00,2023-10-07 08:18:00,112,True,524,26_5,26
131,2021-06-07 12:41:06,2021-06-07 14:30:06,109,True,539,27_1,27
132,2020-05-15 10:23:38,2020-05-15 11:46:38,83,True,371,27_2,27
133,2023-10-13 22:22:24,2023-10-13 22:34:24,12,True,492,27_3,27
134,2023-12-01 09:40:22,2023-12-01 10:53:22,73,True,812,27_4,27
135,2023-10-26 08:33:24,2023-10-26 10:13:24,100,True,290,27_5,27
136,2023-02-28 05:42:53,2023-02-28 06:33:53,51,True,73,28_1,28
137,2023-08-16 15:54:29,,0,False,76,28_2,28
138,2021-04-14 05:47:15,2021-04-14 05:54:15,7,True,897,28_3,28
139,2022-02-28 02:18:35,2022-02-28 03:35:35,77,True,784,28_4,28
140,2020-12-20 23:27:19,2020-12-21 01:27:19,120,True,16,28_5,28
141,2023-02-26 12:13:42,2023-02-26 12:38:42,25,True,550,29_1,29
142,2022-12-05 08:42:24,2022-12-05 09:02:24,20,True,906,29_2,29
143,2023-05-23 16:02:42,,0,False,370,29_3,29
144,2022-06-05 13:24:42,2022-06-05 15:14:42,110,True,633,29_4,29
145,2021-02-03 07:43:04,2021-02-03 08:49:04,66,True,435,29_5,29
146,2023-06-16 18:36:16,2023-06-16 18:42:16,6,True,165,30_1,30
147,2022-12-29 11:20:36,2022-12-29 12:16:36,56,True,240,30_2,30
148,2022-12-25 01:26:14,,0,False,532,30_3,30
